id,occurrences,volumes,source_families,source_note,sample_documents
9a1e81051ab3,1,frus1981-88v38,Reagan Library - Staff/Subject/Directorate Files,"Source: Reagan Library, Stephen Danzansky Files, International Trade Subject Outline, IX (A) EPC—Minutes 09/19/1985–09/20/1985; NLR–733–6–42–8–9. Confidential. The meeting took place in the Roosevelt Room at the White House. No drafting information appears on the minutes.",frus1981-88v38/d355
c18ada5e12e2,1,frus1981-88v38,Reagan Library - Staff/Subject/Directorate Files,"Source: Reagan Library, Stephen Danzansky Files, International Trade Subject Outline, IX (A) EPC—Minutes 09/21/1985–09/29/1985; NLR–733–6–43–2–1. Confidential. The meeting took place in the Cabinet Room. No drafting information appears on the minutes.",frus1981-88v38/d358
9624c2913d27,1,frus1981-88v38,Reagan Library - Staff/Subject/Directorate Files,"Source: Reagan Library, Stephen Danzansky Files, International Trade Subject Outline, IX (A) EPC—Minutes 10/03/1985–10/09/1985; NLR–733–6–46–3–8. Confidential. The meeting took place in the Roosevelt Room at the White House. No drafting information appears on the minutes.",frus1981-88v38/d372
10213d090e6e,1,frus1981-88v38,Reagan Library - Staff/Subject/Directorate Files,"Source: Reagan Library, Stephen Danzansky Files, International Trade Subject Outline, VII (G) 3.b. Tokyo Summit—Sherpas—Meetings—Honolulu 1986; NLR–733–5–26–1–3. Secret. There is no indication as to where in Honolulu the meeting took place. No drafting information appears on the summary.",frus1981-88v38/d353
341996f32374,1,frus1981-88v38,Reagan Library - Staff/Subject/Directorate Files,"Source: Reagan Library, Stephen Danzansky Files, International Trade Subject Outline, VIII (A) Debt—World Bank. No classification marking.",frus1981-88v38/d371
ddc60000cf9a,1,frus1981-88v38,Reagan Library - Staff/Subject/Directorate Files,"Source: Reagan Library, Stephen Danzansky Files, International Trade Subject Outline, VIII (C) Debt—New Ideas—Baker Plan. No classification marking. Sent for information. Sent through Danzansky. A stamped notation in the top right-hand corner of the memorandum reads: “Natl Sec Advisor has seen.”",frus1981-88v38/d204
dda7bfe9912f,1,frus1981-88v38,Reagan Library - Staff/Subject/Directorate Files,"Source: Reagan Library, Stephen Danzansky Files, International Trade Subject Outline, XII (C) Foreign Assistance—Food Aid 1986; NLR–733–8–29–2–6. No classification marking.",frus1981-88v38/d365
8733da0e141c,1,frus1981-88v38,Reagan Library - Staff/Subject/Directorate Files,"Source: Reagan Library, Stephen Danzansky Files, Subject File, Africa (Debt Strategy); NLR–733–9–4–12–1. Confidential. A copy was sent to Miller.",frus1981-88v38/d349
f993beecb71c,1,frus1981-88v10,Reagan Library - Staff/Subject/Directorate Files,"Source: Reagan Library, Stephen Danzansky Files, Subject File, GDR: 07/22/88–09/14/88. Confidential.",frus1981-88v10/d313
8a755fc29ef9,1,frus1981-88v10,Reagan Library - Staff/Subject/Directorate Files,"Source: Reagan Library, Stephen Danzansky Files, Subject File, GDR: 09/06/87–05/03/88. Confidential. Sent for action. Drafted by Seiber. Concurred in by Ledsky. An agenda at Tab II was not attached.",frus1981-88v10/d308
4ed6c5e24bfb,1,frus1981-88v10,Reagan Library - Staff/Subject/Directorate Files,"Source: Reagan Library, Stephen Danzansky Files, Subject File, GDR: 09/06/87–05/03/88. Secret. The meeting took place at the Department of State. No drafting information appears on the memorandum; presumably drafted by Danzansky.",frus1981-88v10/d305
18cdbf6bd575,1,frus1981-88v38,Reagan Library - Staff/Subject/Directorate Files,"Source: Reagan Library, Stephen Danzansky Files, Subject File, IEP Breakfasts 11/12/1987–09/09/1988; NLR–733–10–23–4–7. Secret. Prepared by Farrar. The meeting took place at the Department of the Treasury.",frus1981-88v38/d234
6625f1b8a24e,1,frus1981-88v38,Reagan Library - Staff/Subject/Directorate Files,"Source: Reagan Library, Stephen Danzansky Files, Subject File, IEP Breakfasts 11/12/1987–09/09/1988; NLR–733–10–23–8–3. Secret. Sent for information.",frus1981-88v38/d244
6593c933213b,1,frus1981-88v38,Reagan Library - Staff/Subject/Directorate Files,"Source: Reagan Library, Stephen Danzansky Files, Subject File, Sugar 11/27/1987–03/22/1988; NLR–733–13–22–6–3. No classification marking. Sent for information. Drafted by Stephen Farrar. Copies were sent to Bush and Baker.",frus1981-88v38/d389
bff60a00c573,1,frus1981-88v38,Reagan Library - Staff/Subject/Directorate Files,"Source: Reagan Library, Stephen Danzansky Files, Summit File, The President’s Trip to the Tokyo Economic Summit 05/03/1986–05/07/1986; NLR–733–15–7–3–1. Confidential. No drafting information appears on the minutes. The meeting was the afternoon plenary session of the Summit. Minutes of the opening meeting of the Venice Summit, which took place June 9 from 9:57 a.m. to 12:08 p.m. are ibid.",frus1981-88v38/d221
9c5186ab9cf6,1,frus1981-88v38,Reagan Library - Staff/Subject/Directorate Files,"Source: Reagan Library, Stephen Farrar Files, 1985–1986 File, Subject File, Foreign Aid—Budget 06/4/1986; NLR–177–1–23–1–8. No classification marking. An identical letter was sent to Congressman William H. Gray. (Ibid.)",frus1981-88v38/d363
c6ace118ce89,1,frus1981-88v38,Reagan Library - Staff/Subject/Directorate Files,"Source: Reagan Library, Stephen Farrar Files, 1985–1986 File, Subject File, Foreign Aid—Budget II 05/30/1986–06/26/1986; NLR–177–1–31–9–1. Confidential.",frus1981-88v38/d364
a32b53b4f1f3,1,frus1981-88v38,Reagan Library - Staff/Subject/Directorate Files,"Source: Reagan Library, Stephen Farrar Files, 1985–1986 File, Subject File, Foreign Aid—Function 150 11/09/1986–11/30/1986; NLR–177–1A–4–5–4. Confidential. Sent for action. Sent through Danzansky, who did not initial the memorandum. A stamped notation on the memorandum reads: “Deputy Natl Sec Advisor has seen.”",frus1981-88v38/d370
2b595aea9a84,1,frus1981-88v38,Reagan Library - Staff/Subject/Directorate Files,"Source: Reagan Library, Stephen Farrar Files, 1986–1987 File, Subject File, “This Week in Congress” 1987; NLR–177–1B–42–6–0. No classification marking. Drafted by C. Coughlin (LEG). Copies were sent to Jay Morris, Marshall Brown, Richard Bissell, Dick Meyer, and Tom Blank.",frus1981-88v38/d375
3eddd205b9f7,1,frus1981-88v38,Reagan Library - Staff/Subject/Directorate Files,"Source: Reagan Library, Stephen Farrar Files, 1986–1987 File, Subject File, PL–480 1986; NLR–177–1B–41–12–4. Confidential. Sent for action.",frus1981-88v38/d360
dcce5c97fe72,1,frus1981-88v38,Reagan Library - Staff/Subject/Directorate Files,"Source: Reagan Library, Stephen Farrar Files, 1986–1987 file, Subject File, Sugar 1986; NLR–177–1B–12–15–3. No classification marking.",frus1981-88v38/d373
65ce64b0b415,1,frus1981-88v38,Reagan Library - Staff/Subject/Directorate Files,"Source: Reagan Library, Stephen Farrar Files, 1987–1988 International Economic Affairs Directorate Outline File, IEP Breakfasts 02/12/1987–04/23/1987; NLR–177–4–33–2–3. No classification marking. Sent for information. Copies were sent to Green, Pearson, and Rodman.",frus1981-88v38/d210
edc5f86c37c2,1,frus1981-88v38,Reagan Library - Staff/Subject/Directorate Files,"Source: Reagan Library, Stephen Farrar Files, 1987–1988 International Economic Affairs Directorate Outline File, IEP Breakfasts 04/24/1987–11/18/1988; NLR–177–4–34–14–9. Confidential. Sent for information. Sent under an October 3 covering memorandum from Farrar to Negroponte, which provided the agenda for an IEP breakfast meeting scheduled for October 4. In the memorandum, Farrar explained that the communiqués of the IMF and World Bank meetings in Berlin “endorsed the U.S. position that any new techniques for managing the debt problem should be market-based, voluntary and should not shift risk from the private sector to the public sector. Treasury will want to reaffirm these principles.” Farrar recommended to Negroponte that “you endorse the Treasury approach. The international debt issue will be high on the agenda of the new Administration.” For a readout of the October 4 IEP breakfast meeting, see Document 247 .",frus1981-88v38/d246
9d452a707a1f,1,frus1981-88v38,Reagan Library - Staff/Subject/Directorate Files,"Source: Reagan Library, Stephen Farrar Files, 1987–1988 International Economic Affairs Directorate Outline File, IEP Breakfasts 04/24/1987–11/18/1988; NLR–177–4–34–15–8. Confidential. Copies were sent to Nelson Ledsky, Rudolf Perina, James Kelly, Richard Childress, Cobb, Richard Saunders, Eric Melby, and Peter Rodman. Printed from an uninitialed copy.",frus1981-88v38/d247
2fcdc6e8320c,1,frus1981-88v38,Reagan Library - Staff/Subject/Directorate Files,"Source: Reagan Library, Stephen Farrar Files, 1987–1988 International Economic Affairs Directorate Outline File, Reports and Plans 03/01/1987–06/30/1987; NLR–177–2–6–3–4. No classification marking.",frus1981-88v38/d214
b14b7dd70947,1,frus1981-88v38,Reagan Library - Staff/Subject/Directorate Files,"Source: Reagan Library, Stephen Farrar Files, 1987–1988 International Economic Affairs Directorate Outline File, Summit Toronto 06/23/1988–07/08/1988; NLR–177–5–6–2–2. Confidential. The meeting took place at the Toronto Economic Summit in the main meeting room of the Metro Toronto Convention Center.",frus1981-88v38/d243
b43d856c9e2b,1,frus1981-88v38,Reagan Library - Staff/Subject/Directorate Files,"Source: Reagan Library, Stephen Farrar Files, Chronological File, Farrar Chron April 1988; NLR–177–8–4–4–9. No classification marking. The meeting took place in the White House Situation Room. Meeting minutes were not found. The summary was sent under an April 12 covering memorandum from Farrar to Negroponte, in which Farrar requested that Negroponte approve the circulation of the paper to the agency representatives who attended the meeting.",frus1981-88v38/d393
a2512b293065,1,frus1981-88v38,Reagan Library - Staff/Subject/Directorate Files,"Source: Reagan Library, Stephen Farrar Files, Chronological File, Farrar Chron December 1987; NLR–177–7–9–2–7. No classification marking.",frus1981-88v38/d384
56b0639ff7ee,1,frus1981-88v38,Reagan Library - Staff/Subject/Directorate Files,"Source: Reagan Library, Stephen Farrar Files, Chronological File, Farrar Chron December 1988; NLR–177–9–6–8–2. Secret. Sent for information. A stamped notation in the right-hand corner of the memorandum reads: “Natl Sec Advisor has seen.”",frus1981-88v38/d255
5d798adce3c0,1,frus1981-88v38,Reagan Library - Staff/Subject/Directorate Files,"Source: Reagan Library, Stephen Farrar Files, Chronological File, Farrar Chron June 1987; NLR–177–6–25–5–7. No classification marking. Sent for action. Drafted by Farrar and Rosenberg. Farrar initialed for Danzansky. A stamped notation on the memorandum reads: “signed.”",frus1981-88v38/d222
0faa77dfcde4,1,frus1981-88v38,Reagan Library - Staff/Subject/Directorate Files,"Source: Reagan Library, Stephen Farrar Files, Chronological File, Farrar Chron March 1986; NLR–177–5–28–14–5. No classification marking. Sent for information. Sent through Danzansky. Farrar initialed for Danzansky.",frus1981-88v38/d201
96f4dd3217c2,1,frus1981-88v38,Reagan Library - Staff/Subject/Directorate Files,"Source: Reagan Library, Stephen Farrar Files, Chronological File, Farrar Chron March 1988; NLR–177–7–36–11–7. Confidential. Sent for action. Prepared by Farrar. A stamped notation on the memorandum reads: “Deputy Natl Sec Advisor has seen.”",frus1981-88v38/d392
f20c541f6d5f,1,frus1981-88v38,Reagan Library - Staff/Subject/Directorate Files,"Source: Reagan Library, Stephen Farrar Files, Chronological File, Farrar Chron November 1988; NLR–177–9–3–2–1. Confidential. No drafting information appears on the memorandum. The meeting took place at the Department of State. Sent under a November 18 covering memorandum from Farrar to Stevens, in which Farrar recommended that Stevens approve the memorandum.",frus1981-88v38/d253
b087480f9a1f,1,frus1981-88v38,Reagan Library - Staff/Subject/Directorate Files,"Source: Reagan Library, Stephen Farrar Files, Chronological File, Farrar Chron October 1988; NLR–177–8–30–11–2. Confidential. Sent under an October 4 covering memorandum from Brady to Powell.",frus1981-88v38/d248
1534771ec8f7,1,frus1981-88v38,Reagan Library - Staff/Subject/Directorate Files,"Source: Reagan Library, Stephen Farrar Files, Chronological File, Farrar Chron October 1988; NLR–177–8–33–1–0. Confidential. Sent for information. A stamped notation on the memorandum reads: “Natl Sec Advisor has seen.”",frus1981-88v38/d251
5530ae9a802e,1,frus1981-88v38,Reagan Library - Staff/Subject/Directorate Files,"Source: Reagan Library, Stephen Farrar Files, Chronological File, Farrar Chron September 1987; NLR–177–6–35–5–6. No classification marking. Sent for action. Prepared by Farrar. A stamped notation in the top right-hand corner of the memorandum reads: “Natl Sec Advisor has seen.” Carlucci wrote at the top of the memorandum: “Thru this mtg—then revisit.”",frus1981-88v38/d227
97402cda69be,1,frus1981-88v10,Reagan Library - Staff/Subject/Directorate Files,"Source: Reagan Library, Stephen Sestanovich Files, [Germany]: Berlin: 08/01/86–08/12/86. Secret. Sent for action.",frus1981-88v10/d286
3dcab6ee09a0,1,frus1981-88v05,Reagan Library - Staff/Subject/Directorate Files,"Source: Reagan Library, Stephen Sestanovich Files, Daniloff: 1985–1986. Secret. Sent for information. A copy was sent to Regan.",frus1981-88v05/d274
836d8ddde34d,1,frus1981-88v05,Reagan Library - Staff/Subject/Directorate Files,"Source: Reagan Library, Stephen Sestanovich Files, Daniloff: 1985–1986. Secret. Sent for information. Copies were sent to Cockell, Matlock, and Major. A stamp in the upper right-hand margin reads: “Natl Sec Advisor has seen.” Poindexter also wrote: “Steve, Good points. Thanks, JP.”",frus1981-88v05/d277
cb907ea158e1,1,frus1981-88v10,Reagan Library - Staff/Subject/Directorate Files,"Source: Reagan Library, Stephen Sestanovich Files, Eastern Europe: 1983–1986. Secret. Drafted by Barry Lowenkron (S/P), John Van Oudenaren (S/P), and Nelson C. Ledsky signed “Dick” next to his name in the “From” line.",frus1981-88v10/d41
cc6126a48104,1,frus1981-88v10,Reagan Library - Staff/Subject/Directorate Files,"Source: Reagan Library, Stephen Sestanovich Files, Eastern Europe: 1983–1986. Secret. Sent for information. Fairman did not initial the memorandum.",frus1981-88v10/d42
7ab9f4544c97,1,frus1981-88v05,Reagan Library - Staff/Subject/Directorate Files,"Source: Reagan Library, Stephen Sestanovich Files, U.S.-Soviet Relations: 03/25/86–04/24/86. Confidential. Sent for information. Prepared by Pugliaresi. The meeting took place in the Oval Office.",frus1981-88v05/d214
e55665f41583,1,frus1981-88v44p1,Reagan Library - Staff/Subject Files,"Source: Reagan Library, Steven Steiner Files, Arms Control File, 51—AC/SDI (01/25/1986–01/31/1986) (VI). No classification marking.",frus1981-88v44p1/d91
d180ea9ab51c,1,frus1981-88v44p1,Reagan Library - Staff/Subject Files,"Source: Reagan Library, Steven Steiner Files, Arms Control File, 51—AC/SDI (11/1/1987–11/30/1987). No classification marking. Printed from an uninitialed copy. The document indicates that the meeting was scheduled for November 24 from 11:05 a.m. until 12:35 p.m.in Denver, Colorado.",frus1981-88v44p1/d239
74fd6a3eb2e4,1,frus1981-88v44p1,Reagan Library - Staff/Subject Files,"Source: Reagan Library, Steven Steiner Files, Arms Control File, 51—AC/SDI (12/1/1986–12/31/1986). Secret; Sensitive. Sent for action. Printed from an uninitialed copy.",frus1981-88v44p1/d185
5a47c5525186,1,frus1981-88v44p1,Reagan Library - Staff/Subject Files,"Source: Reagan Library, Steven Steiner Files, Arms Control File, AC/SDI (09/20/1985–09/30/1985). Unclassified. Sent for action.",frus1981-88v44p1/d60
55d92b09a494,1,frus1981-88v05,Reagan Library - NSC Institutional/Executive Secretariat Files,"Source: Reagan Library, Sven Kraemer Files, [Oct 1986] Chron File: [No.13–No.17]. Secret; Sage. Handle via Sage Channels Only. In an October 6 covering memorandum to Poindexter, Brooks and Linhard explained: “We had a long combined SACG/ACSG meeting this afternoon. As a result we did some repackaging of Defense and Space and INF options. The Defense and Space changes reflect some agencies’ concern that even if the Soviets move in START we should respond only in START, not in other areas. The INF changes clarify where we might seek agreement in principle. Attached are revised talking points (Tab I) for your use at Tuesday’s NSPG, along with a highlighted copy of the revised SAGE 42 issue paper for your reference (Tab II), both reflecting the SACG/ACSG discussions. We have distributed the revised SAGE 42 to agencies for their principal’s use.”",frus1981-88v05/d296
